Number;Name;Text Content;Document;Codes;Number of Codes;Comment;Location;Creator;Creation Date;Modifier;Modification Date
33:226;Through iterative coding of the data from observa- tions, themes began to emerge, and the key findin…;Through iterative coding of the data from observa- tions, themes began to emerge, and the key findings could be grouped under themes as important factors in ‘sense-making activity’ in this office. To allow for sufficient depth of analysis and discussion within this paper, I have chosen to focus on two of the themes to emerge most strongly in the data collected:• Making sense through ‘framing’ the situation• Constructing responsibility.This research seeks to address the question ‘What are the methods by which social workers make sense of information in real-time practice situations?’ While these selected themes can be considered as distinct and separate phenomena in their own right, they are seen in this study to be complexly interrelated in practitioner’s sense-making activities. Considered together, they offer insight into the specific and situ- ated challenges of judgement in social work practice.MAKING SENSE THROUGH ‘FRAMING’ THE SITUATIONWorkers were observed to discuss cases with numer- ous people and in numerous ways across their working day. When workers were initiating the discussion with another person, they frequently started interactions with an opening statement.This opening statement or ‘frame’ appeared to act as an indicator or signifier for those elements of the dialogue which the initiator wished to emphasize as of greatest importance to their current understanding of the situation and to the current dialogue. This phenomenon was observed in both individual settings and in group settings.In the following extract, a standby social worker and a colleague discuss a case in a large shared office. The worker considered the breakdown of a child’s place- ment, with the primary focus on the emotional impact of their decision-making in this case.Joanne: ‘I feel so guilty for Kieran because I organised the placement. On the surface it was OK but I did have reserva- tions, I thought it would break down because of Kieran’s behaviour.’This frame of ‘my emotional responses’ guided col- leagues to a discussion which then helped the worker to make sense of both the feelings and past decision-making. By means of the initial frame, the interaction was steered, by mutual consent, to an important dis- cussion of the impact of this situation on the worker, which ultimately may have helped them contain these difficult feelings, explore the complex issues of causa- tion in the placement breakdown and integrate learn- ing from this experience into ongoing practice wisdom.Initial frames were not always accepted or agreed between those involved. In this next passage, the standby social worker (Jessica) has a discussion with the standby team leader (Catherine) about a message which was passed on to her by the receptionist. The standby worker provides a primary frame of ‘possible child protection’, but the team leader does not fully endorse this categorization.Jessica: ‘This is possible child protection. It’s a wee girl, Kelly Gardner, one of Pat’s (another social worker) clients.’ Catherine: (answers t/c from practice team manager) ‘2 pos- sible child protection ones . . . one of Pat’s, Kelly . . . I don’t know. Jessica says it’s child protection.’Jessica: ‘Kelly is saying very clearly that her dad assaulted her last night.’Catherine: (to Jessica) ‘What’s her age?’Jessica: ‘Seven’The team leader is focused on the subjectivity of the claim: ‘I don’t know. Jessica says it’s child protection’. The initial frame was resisted and the standby worker then offered two pieces of supplementary evidence to support their initial frame of ‘child protection’, namely the child’s ‘clear’ statement and the commis- sion of a physical assault by a parent. The social worker did not fixate on the alleged assault but offered information relating to the child’s presentation, needs and statement about her desired outcome. While ‘child protection’ was a key frame for sense-making here, the inclusion of the word ‘possible’ was crucial in signalling a level of doubt. A more rigorous and methodical consideration of the facts allowed the team leader to ascertain the nature and extent of any inju- ries, but ensured that the alleged assault did not become the sole focus of the inquiry to the detriment of the child’s wider holistic needs.The child was there- fore not lost as an individual in their own right.The following extract exemplifies the way in which emotional frames of reference can have influence on decision-making. Concern and anxiety are constant features of child welfare and protection work. Emo- tions are therefore signalled and understood within the particular social and cultural practices of the social work office. The practice team manager comes to the standby team leader’s office to discuss a kinship;Helm - 2016 - Sense-making in a social work office An ethnographic study of safeguarding judgements.pdf;Structure: Findings Results;1;;start=173 end=4952 startpage=3 endpage=3;Stefan Kleipoedszus;12/10/2018;Stefan Kleipoedszus;12/10/2018
33:228;In this study, a significant code emerging from the data was that of ‘constructing a response’. In t…;"In this study, a significant code emerging from the data was that of ‘constructing a response’. In the process of sense-making, it was noted that the workers made sense of the data in the context of their under- standing of their professional role and the wider role of their organization. These observations suggest that professionals make sense of information with refer- ence to their specific roles and responsibilities. The following extract is a statement from the practice team manager at an allocation meeting. The discussion focused on a risk assessment of a father who had threatened to kill his children. With the risk assess- ment at an early stage, opinion about the likelihood of harm was divided between medical practitioners and addictions services. The statement offers insight into the task of sense-making in relation to professional response.Sandy: ‘Someone needs to own this. It’s either nothing or it’s way up there.’The first sentence opened up the possibility that an agency other than social work might take primary responsibility, but, given the levels of risk to the chil- dren, would appear unlikely. The nature of ‘owner- ship’ in this sentence was ambiguous, potentially encompassing a frustration about other professionals’ accountability for their risk assessments as well as a concern that a lead agency is required to coordinate the multi-professional risk assessment. The second sentence reflected the need to make a professional response that was founded on an accurate risk assess- ment. There was potential for a false-positive predic- tion of risk (unnecessary intervention where risk is predicted but harm does not occur) and a false- negative prediction (low/no intervention because risk is not predicted but harm does occur). The dilemma of the professional task is pithily but darkly con- structed in this sentence as ‘damned if you do, damned if you don’t’.Some passages of sense-making led quite quickly and clearly to a threshold for action (Dalgleish 2000) where a decision was made without equivocation or ambiguity. As there are relatively few areas of social work practice which are unequivocal and free of ambi- guity, these episodes were of particular interest as they may provide insight into the methods used in rapid decision-making and when such circumscribed sense- making processes may or may not be appropriate. When the threshold for action is reached, the search for further evidence stops, and the participant reachesa ‘good enough’ level of confidence in their judgement to take some form of action.In the following extract, a standby social worker takes a telephone call from reception about a looked- after child attending a birthday party. Before taking the call, the social worker checked with her manager (at the door) and checked the electronic information system. The standby worker then asked the following set of questions:Anna: ‘Is there any condition attached?Safety warrant, yes?Is Liam (child) concerned about dad being there? Will the parents be there?What do you think, Jane?Do you trust that he wouldn’t leave?’Through these questions, the standby worker has ascertained the following:• That the child is subject of compulsory measures ofcare• The child’s views about his father’s possibleattendance• The carer’s views generally, and, in particular,about Liam’s capacity for decision-making.At this point, the standby worker decided that they had sufficient information to make a decision:Anna: ‘Sounds fine to me. His parents won’t be there; he’ll be supervised; there’s a plan in place and he gets to go to the party.’The standby worker has made sense of their respon- sibility towards Liam. He must be kept safe from harm, but he must also not be denied the opportu- nities afforded to children who are not looked after. The worker appeared to have taken responsibility for a quick and intuitive risk assessment of the situation rather than delay decision-making for the return of Liam’s allocated worker. The risk assessment was by no means extensive, and it was not possible for me to ascertain how much additional information the standby worker had been provided with. However, the worker was able to clearly summarize the risk- reducing factors and the benefits accruing from the risk judgement.In the following extract, a team leader phoned another professional about a mother alleged to have bitten her daughter. It was noted that, as this was an adoptive placement, the adoption worker was con- sulted rather than an initial referral discussion (IRD) being arranged. Many agencies in Scotland hold an IRD when child protection concerns need to be dis- cussed between members of agencies, including the National Health Service, police and Local Authority";Helm - 2016 - Sense-making in a social work office An ethnographic study of safeguarding judgements.pdf;Structure: Findings Results;1;;start=83 end=4846 startpage=5 endpage=5;Stefan Kleipoedszus;12/10/2018;Stefan Kleipoedszus;12/10/2018
37:220;The findings from the study highlighted that the outcome for the child and family in terms of the id…;"The findings from the study highlighted that the outcome for the child and family in terms of the identification and referral of possible neglect is influenced in part by the nature of the concern but also by a range of other factors, including professionals’:• interpretation of child neglect;• understanding of professional roles in relation to assessing and referring;• feelings and anxieties;• perceptions of social work services;• working context and culture.Each of these is discussed in detail below.Professional interpretation: what is child neglect?As with the English definition of ‘child neglect’, the emphasis in the Irish defi- nition is on a failure to meet the developmental needs of the child (Department";Horwath - 2007 - The Missing Assessment Domain Personal, Professional and Organizational Factors Influencing Professional Judgements whe.pdf;Structure: Findings Results;1;;start=1872 end=2600 startpage=5 endpage=5;Stefan Kleipoedszus;12/10/2018;Stefan Kleipoedszus;12/10/2018
37:221;of Health and Children, 1999, p. 31). It is, therefore, not surprising when responding to questions…;"of Health and Children, 1999, p. 31). It is, therefore, not surprising when responding to questions about their interpretation of child neglect that 75 per cent of respondents (n = 292) considered that decisions about possible neglect should centre on the impact of the neglectful act on the child. In addition, 75 per cent of respondents (n = 292) agreed with Gibbons et al. (1995) that a high-criticism, low-warmth environment is damaging to a child and 84 per cent (n = 327) agreed with Iwaniec and McSherry (2002) that a physically neglected child is also likely to be experiencing emotional neglect.However, despite respondents recognizing that neglect can affect the health and development of a child, they appeared to differentiate between the various developmental needs of children, giving some needs greater priority than oth- ers. For example, the respondents were asked, in the questionnaire, to indicate whether they agreed or disagreed with the statement that the essential aspects of parenting are to provide merely for a child’s physical and safety needs. Forty-five per cent (n = 175) agreed, while 43 per cent (n = 168) disagreed. In addition, in prioritizing factors of concern in the chronic neglect case scenario, 135 responses focused on lack of supervision and physical harm, while only six respondents considered lack of stimulation and nine poor nurturing. A prioriti- zation on physical and safety needs can lead to the other needs of the child becoming marginalized and conflicts with the findings described above that indicated that respondents recognized what was damaging for a child. This emphasis in practice on physical needs and health and safety issues may reflect the incident-driven system which has dominated child welfare practice for over twenty years in both England and Ireland (Buckley et al., 1997; Jordan and Jor- dan, 2000; Parton et al., 1997). Practitioners working within these systems may find it is easier to identify and refer neglect by focusing on a specific incident or providing tangible evidence of physical neglect or safety issues rather than gathering evidence about the impact of neglect on the socio-emotional development of the child.The knowledge and practical wisdom used by professionals to make judge- ments about referral were also explored. The respondents in the focus groups highlighted the importance of evidence-based decision making. Yet the empha- sis among respondents in the focus groups and amongst respondents comment- ing on the case scenarios in the questionnaire was on gathering facts and information about the particular child and family rather than using research and developmental theories that could inform understanding of the informa- tion gathered. Seventy-six per cent of respondents to the questionnaire (n = 296) believed that decisions regarding child neglect were made based on professional practice experience. However, as discussed below, the respond- ents had limited experience of referring neglect, which raises questions as to what and whose experience was being utilized. Further, respondents to the questionnaire were asked whether they agreed with the statement that ‘deci- sions are made using gut feeling or intuition’. All eleven of the clinical psychol- ogists agreed with this statement, while only twenty-three (40 per cent) of the educational professionals and twenty-two (40 per cent) of the public health";Horwath - 2007 - The Missing Assessment Domain Personal, Professional and Organizational Factors Influencing Professional Judgements whe.pdf;Structure: Findings Results;1;;start=0 end=3419 startpage=6 endpage=6;Stefan Kleipoedszus;12/10/2018;Stefan Kleipoedszus;12/10/2018
37:222;nurses agreed with it. The concept of ‘gut feeling’ was explored further in the focus groups. A them…;"nurses agreed with it. The concept of ‘gut feeling’ was explored further in the focus groups. A theme emerged of gut feeling being considered a hunch and a sense that things were not quite right, with the majority of respondents being clear that ‘intuition is not sufficient’ when making judgements.Referral practice: interpretation of roleThe respondents to the questionnaire were asked to identify their role in terms of referring child neglect. Whilst over 90 per cent (n = 351) confirmed they had a role, thirty-seven respondents (9 per cent) stated that they did not have a referral role. These thirty-seven respondents consisted of drug and mental heath workers (n = 9) and child psychiatrists (n = 6), although some teaching staff did not con- sider referral to be part of their role. This lack of understanding of the referral role amongst these professional groups has been noted elsewhere (see, e.g. Abrahams et al., 1992; Baginsky, 2000; Falkov, 1996; Harbin and Murphy, 2000).Of the 90 per cent who did consider that they had a role in referring child neglect, the majority often completed detailed assessments of the child, the family and their situation before making a decision whether to refer a case to social work services. When asked about the types of pre-referral assessments they completed, respondents indicated that they used a variety of assessment tools, such as direct observation and taking a family history. In addition, they gathered information from within their agency and occasionally contacted other professionals.The findings indicated that there was a lack of consistency amongst respond- ents in their response to the operational threshold for making a referral. Inter- estingly, responses to case scenarios included in the questionnaire indicated variations not only between members of different professional groups, but also amongst members of the same profession. However, more common profes- sional trends were noted in responses to profession-specific group discussions of case scenarios of possible neglect. For example, pre-school and education professionals were least likely to refer immediately to the social work teams, while practitioners working with adults, hospital staff and the Garda Siochána (police) were most likely to refer immediately. The public health nurses gave more mixed responses. One explanation for these differences could be that the respondents to the questionnaire completed the questionnaire individually and relied on their own values and beliefs to inform their practice, whilst the focus group members discussed each scenario in small groups and were influenced by the values and beliefs of their peers. (The influence of peers and teams on referring practice is discussed in detail below.)Feelings and anxieties and the influence on referral practiceWoodhouse and Pengelly (1991) noted, in their study of collaboration between practitioners in the helping professions, that the nature of the task engenders";Horwath - 2007 - The Missing Assessment Domain Personal, Professional and Organizational Factors Influencing Professional Judgements whe.pdf;Structure: Findings Results;1;;start=17 end=3006 startpage=7 endpage=7;Stefan Kleipoedszus;12/10/2018;Stefan Kleipoedszus;12/10/2018
37:223;anxieties and feelings amongst practitioners that influence practice. More specifically, Pollak and…;anxieties and feelings amongst practitioners that influence practice. More specifically, Pollak and Levy (1989) found that feelings such as fear, guilt, shame, anger, control and sympathy might negatively influence professionals’ decisions to refer or act on their child protection concerns. These feelings were present amongst the respondents in the neglect study and appeared to influ- ence referral practice. For example, fear of aggression was identified by ninety respondents (23 per cent) as influencing their decisions to report neglect. These respondents noted that the presence of a physically aggressive carer could lead to standards of care being tolerated that would not normally be accepted where there were less aggressive carers. Respondents in all the focus groups expressed fear and anxiety about both verbal and physical aggression from families towards themselves and their own families. Indeed, several members of the focus groups gave examples of being physically or verbally intimidated or actually attacked following a referral, which had impacted on their professional and personal lives. Stanley and Goddard (2002) believe that fear of actual or perceived aggression may result in feelings of helplessness, acts of defensive practice and reality distortion which could leave children in vulnerable situations.Another type of fear found amongst the respondents was fear associated with making the wrong decision. For example, the GPs in their focus group described fear of litigation from carers if they referred unnecessarily. This fear was associated with concerns about a lack of skill and uncertainty with regard to identifying child neglect. They recognized that diagnosis in cases of children in need was not as certain as in many clinical situations (Bannon et al., 2003). Other professionals, notably the Garda Siochána (police) and professionals from adult services, referred to ‘watching their back’ and routinely making referrals, being fearful about not reporting a concern that could lead to the death of a child.Feelings of guilt and shame were also found to influence referral practice. These centre, according to Pollak and Levy (1989), on professionals wishing to be perceived by service users as trusting and supportive. They consequently felt guilty if they considered they were breaching client confidentiality by referring cases. These feelings were strong amongst community-based workers such as drug outreach workers, who considered trust between themselves and mem- bers of the community to be crucial.The third influence is feelings of anger and control. For example, respondents, notably education professionals, were frustrated and angry by the perceived lack of response to referrals from social work services. They also considered they had no control over the situation once a family was referred to social work services. As one respondent put it, ‘the family have entered a black hole’.Finally, feelings of sympathy for families or fears of appearing oppressive seemed to influence referral practice, with professionals making excuses for parenting behaviours to avoid making a referral. This was most evident in dis- cussions amongst focus group members with regard to distinguishing between neglect and social deprivation. The respondents were anxious and reluctant to make judgements about poverty and parenting when they believed, in a similarThe Missing Assessment Domain 1293;Horwath - 2007 - The Missing Assessment Domain Personal, Professional and Organizational Factors Influencing Professional Judgements whe.pdf;Structure: Findings Results;1;;start=0 end=3441 startpage=8 endpage=8;Stefan Kleipoedszus;12/10/2018;Stefan Kleipoedszus;12/10/2018
37:224;situation, they themselves would struggle to meet the needs of the child. Man- aging this may be eas…;"situation, they themselves would struggle to meet the needs of the child. Man- aging this may be easier if more jurisdictions follow many American states and make a distinction between neglect, which is within the carer’s control, and deprivation that is beyond their control (National Clearing House on Child Abuse and Neglect, no date).From the outside looking in: perceptions of social work practiceWhilst 20 per cent of the respondents (n = 78) to the questionnaire stated that nothing prevented them referring suspected cases of child neglect to the social work teams, a theme of the focus group discussions was that some professionals regarded making a referral to social workers as a formality and did not expect the referral would result in a positive outcome for the child and family. It would appear that these professionals were, as described above, referring out of a sense of fear or obligation, or, as one disability social worker put it:Nothing stops me making a referral but there is a feeling that nothing will happen and won’t be followed up unless in a crisis situation.A minority of professionals, notably public health nurses, described very posit- ive experiences of referring cases of child neglect to social work services. How- ever, the majority of the respondents described more negative experiences. This is significant, bearing in mind that 40 per cent of respondents (n = 156) indicated that their decisions to refer cases were influenced by previous responses from social workers. However, 52 per cent of respondents (n = 203) had not made a referral of child neglect in the last year and 18 per cent (n = 17) had made only one referral. It would seem, therefore, that the majority of respondents’ attitudes towards social work services were not based on ongoing experience. This raises questions about the basis for their opinions. It could be that they were based on experiences of making other types of referral or on the experiences of colleagues. Alternatively, it could be hearsay or myths, rather than reality, that were influencing perceptions.Irrespective of the basis for the opinions, the following four issues emerged from the study which appeared to negatively influence referral to statutory social work services.Lack of communication and feedbackLack of communication from social workers following a referral leaves profes- sionals feeling ineffectual, powerless and uncertain as to what is happening to a child (Cleaver et al., 2004; Ferguson and O’Reilly, 2001; Holland, 2004). Twenty-two per cent of respondents (n = 86) to the questionnaire in this study stated that better communication with social workers following referral would improve referral practice, whilst a further 10 per cent (n = 39) indicated that";Horwath - 2007 - The Missing Assessment Domain Personal, Professional and Organizational Factors Influencing Professional Judgements whe.pdf;Structure: Findings Results;1;;start=17 end=2785 startpage=9 endpage=9;Stefan Kleipoedszus;12/10/2018;Stefan Kleipoedszus;12/10/2018
37:225;poor communication and feedback negatively influenced their referral practice. A hospital profession…;"poor communication and feedback negatively influenced their referralpractice. A hospital professional summarized the problem:... lack of communication, not enough liaison ... slow, poor follow up.The respondents in the focus groups described their anxiety about being left to work with a child and family unsure of what, if anything, was happening with regard to the referral. As the hospital professional quoted above went on to describe, this left her feeling frustrated, angry and unsupported. The focus group respondents indicated that they often did not know what procedures were followed once a referral had been made to social work services. They also described a lack of knowledge about who was actually taking the referral. In some cases, they believed they had been speaking to a receptionist, in other cases a trained duty worker. As Burton (1996) found in her study of GPs’ refer- ral practice, this lack of information about the person taking the referral can act as a barrier to referral. She noted that some respondents in her small-scale study were reluctant to discuss case detail without knowing about the qualifica- tions and experience of the person taking the referral.Poor staff continuityEffective communication is likely to occur if professionals develop sound working relationships (Bell, 2001; Hallett, 1995; Horwath and Calder, 1998; Murphy, 1995; Stevenson, 2005). When this takes place, professionals are more likely to have the confidence to contact social workers to discuss concerns about a child. As a Garda (police officer) in the study put it:Trust in the exchange of information is vital but takes time and continuity to build up.And a GP stated:I need to put a face to a name and strike up better liaison so there is room for informal discussion and to instil more confidence.One of the barriers to achieving effective working relationships, as indicated by the respondents, was high staff turnover within social work departments. This is as prevalent in the UK as it is in Ireland (Cm (5860), 2003; Jones, 2001). Respondents indicated that high staff turnover resulted in skilled, experienced workers leaving and being replaced by newly qualified and inexperienced staff whom they did not consider had the skill to manage highly complex referrals, which affected their willingness to discuss case details.Lack of accessOnly 29 per cent of the questionnaire respondents (n = 115) stated that they never had a problem contacting social workers, while 50 respondents (13 per cent)";Horwath - 2007 - The Missing Assessment Domain Personal, Professional and Organizational Factors Influencing Professional Judgements whe.pdf;Structure: Findings Results;1;;start=35 end=2561 startpage=10 endpage=10;Stefan Kleipoedszus;12/10/2018;Stefan Kleipoedszus;12/10/2018
37:226;onsidered lack of access was a barrier to referral. Those who shared the same building as social wor…;"onsidered lack of access was a barrier to referral. Those who shared the same building as social workers clearly had the easiest access and were most likely to dis- cuss their concerns with social workers. They found this particularly useful prior to making a referral, as they were able to discuss a situation and obtain advice before providing the actual name and details of a family. This approach is in line with the English What to do if... guidance (Department of Health et al., 2003). However, these respondents noted that accessibility could have negative consequences for children. For example, important information shared informally about families was often not recorded, meaning that professionals could potentially make different assumptions about the outcomes of these informal discussions.Professionals who were dependent on telephoning or writing to social workers to make a referral were less likely to have informal discussions about a case. These professionals described the frustrations of ‘poor availability and left messages not returned’. Lack of accessibility exacerbates problems of poor communication between professionals. In addition, lack of opportunity to hold discussions can lead to inappropriate decisions not to make a referral (Burton, 1996; Lagerberg, 2001).Perceptions of social work practiceSome of the decisions of professionals to refer cases were not based on the merits of the situation alone, but rather on the professionals’ perception of social work practice following referral. For example, 51 per cent of the GPs (n = 30) described how perceptions of the consequences for the child and fam- ily influenced their decision to refer. Doctors expressed reluctance to refer if they did not believe that a referral would lead to service provision or improve the situation for the family. This is commensurate with other findings (Burton, 1996; Haeringen et al., 1998; Polnay, 2000). Woodhouse and Pengelly (1991, p. 232) found that the anxiety generated by a particular type of problem resulted in members of the professional network referring cases to the agency ‘seen as specially competent and responsible in that area’. Professionals in the study, who did not perceive social work services to be competent in terms of providing the necessary services for the particular child, tended to monitor cases or refer to other professionals in the community. As a pre-school profes- sional said, ‘Referral to social workers is a last resort’.The respondents to the questionnaire held diverse views about social work practice—views which were likely to influence referral practice. For example, in response to a statement that social workers accept lower standards of parenting than other professionals who come into contact with children and families, 25 per cent (n = 97) agreed with the statement, 45 per cent (n = 175) disagreed and 28 per cent (n = 109) were unsure. They were also asked whether the criteria for accepting a referral depended on the judgement of the individ- ual social worker taking the referral. Forty-two per cent (n = 164) disagreed, whilst 34 per cent (n = 133) were unsure. In response to the question of";Horwath - 2007 - The Missing Assessment Domain Personal, Professional and Organizational Factors Influencing Professional Judgements whe.pdf;Structure: Findings Results;1;;start=18 end=3190 startpage=11 endpage=11;Stefan Kleipoedszus;12/10/2018;Stefan Kleipoedszus;12/10/2018
37:227;whether social workers were more concerned with specific incidents of abuse rather than ongoing conc…;"whether social workers were more concerned with specific incidents of abuse rather than ongoing concerns, 38 per cent (n = 148) agreed, 38 per cent (n = 148) disagreed and 22 per cent (n = 86) were not sure.Whilst the development of assessment frameworks and tools may assist referring practitioners to be specific in identifying concerns, these aids will not assist practitioners in reaching a common agreement with social workers as to the ‘critical level of jeopardy’ for referring a case (Wattenberg and Boisen, no date). These threshold problems are particularly likely to occur when there is a general lack of agreement over working definitions of abuse and the criteria for a child in need (Cleaver et al., 2004). Scott (1997) found that in this situation, referrers are more liable to emphasize the elements of a case which will trigger social workers’ concerns. This is most likely to occur if referrers perceive social services in the same way as respondents to this study and those in Woodhouse and Pengelly’s study (1991, p. 231) did: ‘... as a citadel under siege whose occupants kept an ever watchful eye on the portal.’The working context and cultureFindings from the study indicated that it was not only personal and profes- sional perspectives that influenced referral practice, but also the working context and culture, most specifically the community in which professionals practised and their team members.The communityThe Board covered both rural and urban communities. As a result of the nature of the region, a significant number of respondents lived and worked within the same community, which, as Lehmann (2005, p. 356) notes, makes them more ‘visible’ than if they worked in urban settings. It is therefore not surprising that personal knowledge and associations with children and families in the community influenced referral practice. Twenty-five per cent of all respondents and, notably, five out of the six drug outreach workers agreed that personal knowledge and association influenced their decision to refer or not refer. Pugh (2000, p. 113) notes that fear of being ‘found out’ by the community and the consequences for the referrer and their family may influence decisions not to refer. For example, a nursery manager said:We also have to consider that our business could be affected and we would lose our livelihood.The other concern centred on the consequences of the referral for the family. Respondents who worked in small rural communities were worried about the way in which the family would be perceived if members of the community knew they had been referred to social work services for child neglect.The Missing Assessment Domain 12971298 Jan HorwathThe influence of the team and team managerRespondents to the questionnaire were asked whether the views of supervisors and managers were taken into account when deciding whether to refer. Forty per cent of GPs (n = 24) and 55 per cent of public health nurses (n = 31) disa- greed with this statement, while the other professional groups tended to agree with it. This is understandable, from the GPs’ perspective, as they are not managed in the same way as other professionals. In the case of the public health nurses, their managers may not have expertise in the area of child protection. The other respondents indicated that the manager had two roles: first, assisting practitioners in identifying neglect and, second, advising practitioners on courses of action.It was not only the manager but also members of the team who appeared to influence decisions to refer. As described above, the influences of peers was apparent when comparing the range of individual responses of members of the same professional group to case scenarios included in the questionnaire and the more standardized responses when respondents worked with peers on case scenarios in the focus groups. Over sixty respondents in the focus groups high- lighted the influence played by the team on decision making. For example, one of the teachers stated:We try and create a culture of care within the school, so that we all can identify neglect and that collective wisdom will prevail.The problem with ‘collective wisdom’ is that, as Brown (1996) notes, individuals can conform to the attitudes and behaviours of the majority, denying the evidence of their own senses to meet group norms. Based on this study, the setting of group norms was influenced by the team’s actual or perceived experiences of referring child neglect; perceptions of social work services and access to work- ers; and factors that the team considered important indicators of neglect. Woodhouse and Pengelly (1991) argue these attitudes and behaviours vary amongst different professional groups. They concluded that professionals use team practices, values and ways of interpreting guidance and procedures as strategies for managing the specific type of anxiety associated with the task that is experienced by the particular group of professionals, e.g. the GPs’ fear of litigation.";Horwath - 2007 - The Missing Assessment Domain Personal, Professional and Organizational Factors Influencing Professional Judgements whe.pdf;Structure: Findings Results;1;;start=0 end=2344 startpage=12 endpage=13;Stefan Kleipoedszus;12/10/2018;Stefan Kleipoedszus;12/10/2018
